name,author,img_paths,bounding_boxes,text
Cognitive-Behavioral Treatment of Borderline Personality Disorder,Marsha M. Linehan,dataset\adjusted_dataset\Medical\0000574.jpg,"[[[57, 71], [432, 71], [432, 321], [57, 321]]]","[""cognitive_ behavioral treatment of borderline personality disorder""]"
The Dukan Diet,Dr Pierre Dukan,dataset\adjusted_dataset\Medical\0000575.jpg,"[[[29, 427], [480, 427], [480, 493], [29, 493]]]","[""dr: fierre djukan emallv!""]"
Kumar and Clark's Clinical Medicine,Parveen Kumar CBE BSC MD DM (Hc) Frcp Frcp(edin),dataset\adjusted_dataset\Medical\0000576.jpg,[],[]
Wild Power,Sjanie Hugo Wurlitzer,dataset\adjusted_dataset\Medical\0000577.jpg,[],[]
MURTAGH'S GENERAL PRACTICE 7E,J. Murtagh,dataset\adjusted_dataset\Medical\0000578.jpg,"[[[89, 399], [491, 399], [491, 495], [89, 495]]]","[""mupgts eralpractce""]"
Tiny But Mighty,Hannah Shaw,dataset\adjusted_dataset\Medical\0000579.jpg,[],[]
Essentials of WAIS-IV Assessment,Elizabeth O. Lichtenberger,dataset\adjusted_dataset\Medical\0000580.jpg,"[[[39, 91], [467, 91], [467, 285], [39, 285]]]","[""essentials c wais-iv assessment sctn\"" editic' eir""]"
Blood Chemistry and CBC Analysis,Dicken Weatherby,dataset\adjusted_dataset\Medical\0000581.jpg,"[[[41, 59], [471, 59], [471, 162], [41, 162]]]","[""blood chemistry and cbc analysis""]"
"Kids in the Syndrome Mix of ADHD, LD, Autism Spectrum, Tourette's, Anxiety, and More!",Martin L. Kutscher,dataset\adjusted_dataset\Medical\0000582.jpg,"[[[126, 100], [380, 100], [380, 323], [126, 323]]]","[""snersw he pe adhd ld ausma spectpum tourette's anxiety and mmorei""]"
The Horse Anatomy Workbook,Maggie Raynor,dataset\adjusted_dataset\Medical\0000583.jpg,"[[[0, 0], [382, 0], [382, 138], [0, 138]]]","[""i6 hcky anaiomi workrook me enei""]"
The Wisdom of Psychopaths,Kevin Dutton,dataset\adjusted_dataset\Medical\0000584.jpg,"[[[11, 21], [506, 21], [506, 158], [11, 158]]]","[""the wisdom of psychopaths""]"
The Modern Herbal Dispensatory,Thomas Easley,dataset\adjusted_dataset\Medical\0000585.jpg,"[[[0, 0], [510, 0], [510, 263], [0, 263]]]","[""7 } modern herbal dispensatory ldeeelicgli0h""]"
Plants of the Gods,Richard Evans Schultes,dataset\adjusted_dataset\Medical\0000586.jpg,[],[]
Proof of Heaven,Eben Alexander,dataset\adjusted_dataset\Medical\0000587.jpg,[],[]
Herbal Antivirals,Stephen Harrod Buhner,dataset\adjusted_dataset\Medical\0000588.jpg,[],[]
Neurokinetic Therapy,David Weinstock,dataset\adjusted_dataset\Medical\0000589.jpg,"[[[86, 68], [436, 68], [436, 328], [86, 328]]]","[""neurokinetic therapy aatrondtve appnirri %i manus ausclc testrg""]"
The Structure of Magic: A Book About Language and Therapy v. 1,John Grinder,dataset\adjusted_dataset\Medical\0000590.jpg,[],[]
Clinical Medicine for the MRCP PACES,Gautam Mehta,dataset\adjusted_dataset\Medical\0000591.jpg,"[[[26, 94], [488, 94], [488, 186], [26, 186]]]","[""clinical nedicine for the mrcp paces volurde t:core clirincot gkill""]"
The Origin of Consciousness in the Breakdown of the Bicameral Mind,Julian Jaynes,dataset\adjusted_dataset\Medical\0000592.jpg,"[[[0, 155], [512, 155], [512, 336], [0, 336]]]","[""taf o4c 01 consciolsress ln the brea dovxoi tthe rmc ameramind""]"
The Art of Gathering,Priya Parker,dataset\adjusted_dataset\Medical\0000593.jpg,"[[[49, 95], [467, 95], [467, 339], [49, 339]]]","[""tae art 0f gataering hot wo nru &\""d why \"" manare""]"
Eat Right for Blood Type A,Dr. Peter J. D'Adamo,dataset\adjusted_dataset\Medical\0000594.jpg,"[[[0, 55], [512, 55], [512, 269], [0, 269]]]","[""eat right f4r blood ttpe a""]"
Motor Speech Disorders,Joseph R. Duffy,dataset\adjusted_dataset\Medical\0000595.jpg,"[[[38, 47], [472, 47], [472, 160], [38, 160]]]","[""motor speech disorders""]"
Counselling Children,Kathryn Geldard,dataset\adjusted_dataset\Medical\0000596.jpg,"[[[25, 69], [488, 69], [488, 134], [25, 134]]]","[""counselling children \""u""]"
How Not to Die,Michael Greger,dataset\adjusted_dataset\Medical\0000597.jpg,[],[]
The Second Brain,Michael Gershon,dataset\adjusted_dataset\Medical\0000598.jpg,[],[]
Early Start Denver Model for Young Children with Autism,Sally J. Rogers,dataset\adjusted_dataset\Medical\0000599.jpg,"[[[29, 161], [491, 161], [491, 500], [29, 500]]]","[""enr|ystart denver model for young children with autism proinobno languadl leamnranlenderenart sabhj' j. rojers and earaldine dawvson""]"
The River of Consciousness,Oliver Sacks,dataset\adjusted_dataset\Medical\0000600.jpg,"[[[27, 335], [485, 335], [485, 371], [27, 371]]]","[""conscousness""]"
Socially Speaking,Alison Schroeder,dataset\adjusted_dataset\Medical\0000601.jpg,"[[[128, 28], [377, 28], [377, 150], [128, 150]]]","[""sotially spenking""]"
What Your Doctor Doesn't Know about Nutritional Medicine May Be Killing You,Ray D Strand,dataset\adjusted_dataset\Medical\0000602.jpg,"[[[18, 82], [496, 82], [496, 242], [18, 242]]]","[""what your doctor doesn t know abqvt nutritional ~edicine may be killing yov""]"
An Introduction to Counselling,John McLeod,dataset\adjusted_dataset\Medical\0000603.jpg,"[[[22, 76], [493, 76], [493, 177], [22, 177]]]","[""counselling""]"
Move Your DNA,Katy Bowman,dataset\adjusted_dataset\Medical\0000604.jpg,[],[]
Oxford Guide to Behavioural Experiments in Cognitive Therapy,Khadj Rouf,dataset\adjusted_dataset\Medical\0000605.jpg,"[[[117, 181], [499, 181], [499, 339], [117, 339]]]","[""dxtord guide to brarixurl epinments i dinnetilis= tharm""]"
Miracles Happen,M D Brian L Weiss,dataset\adjusted_dataset\Medical\0000606.jpg,[],[]
Help for the Helper,Babette Rothschild,dataset\adjusted_dataset\Medical\0000607.jpg,"[[[19, 203], [490, 203], [490, 388], [19, 388]]]","[""helfhelper""]"
Green Pharmacy,Barbara Griggs,dataset\adjusted_dataset\Medical\0000608.jpg,"[[[50, 34], [478, 34], [478, 152], [50, 152]]]","[""g r e e n pharmacy""]"
The Making of a Therapist,Louis Cozolino,dataset\adjusted_dataset\Medical\0000609.jpg,"[[[18, 198], [487, 198], [487, 277], [18, 277]]]","[""tte makng ot 7 taera fist""]"
The Art of Being,Erich Fromm,dataset\adjusted_dataset\Medical\0000610.jpg,"[[[33, 5], [491, 5], [491, 107], [33, 107]]]","[""erich fromm thearton wlinc""]"
Through Time Into Healing,Brian Weiss,dataset\adjusted_dataset\Medical\0000611.jpg,"[[[43, 0], [463, 0], [463, 144], [43, 144]]]","[""throughtime into healing pstef emarlen52r2 pun na but 4u iu""]"
A Short History Of Disease,Sean Martin,dataset\adjusted_dataset\Medical\0000612.jpg,"[[[75, 0], [431, 0], [431, 26], [75, 26]]]","[""4 shorr histotr ot""]"
Pharmacology for Health Professionals,Bronwen Bryant,dataset\adjusted_dataset\Medical\0000613.jpg,"[[[107, 157], [407, 157], [407, 209], [107, 209]]]","[""pharmacology tcamealtnpkoteaatl?""]"
The Pocket Scavenger,Keri Smith,dataset\adjusted_dataset\Medical\0000614.jpg,"[[[49, 85], [444, 85], [444, 217], [49, 217]]]","[""apocket scavenger""]"
Ligaments of the Joints Anatomical Chart,Anatomical Chart Company,dataset\adjusted_dataset\Medical\0000615.jpg,"[[[35, 0], [481, 0], [481, 19], [35, 19]]]","[""liecmrzte qjf thr jwintx""]"
The Weight Escape,Joseph Ciarrochi,dataset\adjusted_dataset\Medical\0000616.jpg,[],[]
The Divided Self,R. Laing,dataset\adjusted_dataset\Medical\0000617.jpg,"[[[18, 133], [487, 133], [487, 374], [18, 374]]]","[""r d aing the divded teit""]"
10 Principles for Doing Effective Couples Therapy,John M. Gottman,dataset\adjusted_dataset\Medical\0000618.jpg,"[[[1, 308], [512, 308], [512, 511], [1, 511]]]","[""pkincileztcn doing effectiye couplfs therapy julle scnxa-tz cc-man connmgoman taoiccer cedeen flad eoeen eeeee""]"
"Love, Medicine And Miracles",Bernie Siegel,dataset\adjusted_dataset\Medical\0000619.jpg,[],[]
The End of Your Life Book Club,Will Schwalbe,dataset\adjusted_dataset\Medical\0000620.jpg,"[[[86, 54], [430, 54], [430, 335], [86, 335]]]","[""the end of your tife book club loi lela""]"
The Big Fat Surprise,Nina Teicholz,dataset\adjusted_dataset\Medical\0000621.jpg,"[[[108, 288], [393, 288], [393, 487], [108, 487]]]","[""tae bic f2 t surprise lidun iaad anena afa dm nna-fichol""]"
Essential Epidemiology,Penny Margaret Webb,dataset\adjusted_dataset\Medical\0000622.jpg,"[[[149, 90], [474, 90], [474, 170], [149, 170]]]","[""essential epidemiology""]"
"Breastfeeding And Human Lactation, Enhanced Fifth Edition",Karen Wambach,dataset\adjusted_dataset\Medical\0000623.jpg,"[[[29, 37], [481, 37], [481, 123], [29, 123]]]","[""breasueeding < human laclation""]"
Stealing Fire,Steven Kotler,dataset\adjusted_dataset\Medical\0000624.jpg,"[[[55, 111], [453, 111], [453, 199], [55, 199]]]","[""steacing fire""]"
Teen Brain,David Gillespie,dataset\adjusted_dataset\Medical\0000625.jpg,[],[]
The Little Book of Resilience,Matthew Johnstone,dataset\adjusted_dataset\Medical\0000626.jpg,[],[]
The Yoga Anatomy Coloring Book,Kelly Solloway,dataset\adjusted_dataset\Medical\0000627.jpg,"[[[24, 17], [328, 17], [328, 193], [24, 193]]]","[""the yoga anatomy coloring book tia lde 03n lureanena""]"
Love Sense,Dr Sue Johnson,dataset\adjusted_dataset\Medical\0000628.jpg,[],[]
"Get Through Medical School: 1100 SBAs/BOFs and EMQs, 2nd edition",Seema Khan,dataset\adjusted_dataset\Medical\0000629.jpg,"[[[110, 77], [469, 77], [469, 245], [110, 245]]]","[""genthrough mcdichl scngol: 11n0 s0rudofsjnd emo? decd eeenanhan""]"
Counselling Skills for Working with Trauma,Christiane Sanderson,dataset\adjusted_dataset\Medical\0000630.jpg,"[[[60, 106], [462, 106], [462, 215], [60, 215]]]","[""cdunsellingskillstor working wita trauma""]"
Pocket Guide: Pharmacokinetics Made Easy,Donald J. Birkett,dataset\adjusted_dataset\Medical\0000631.jpg,[],[]
Letters to the Midwife,Jennifer Worth,dataset\adjusted_dataset\Medical\0000632.jpg,"[[[47, 312], [462, 312], [462, 511], [47, 511]]]","[""leters t the midwvife jeyniek trth nut\""""]"
How He Gets into Her Head,Don Hennessy,dataset\adjusted_dataset\Medical\0000633.jpg,"[[[32, 64], [478, 64], [478, 232], [32, 232]]]","[""hovvhe gets into her head m- fim \""?fal hineile %nbi don hfnras""]"
The Hybrid Diet,Patrick Holford,dataset\adjusted_dataset\Medical\0000634.jpg,[],[]
The Circle of Security Intervention,Bert Powell,dataset\adjusted_dataset\Medical\0000635.jpg,"[[[20, 78], [497, 78], [497, 303], [20, 303]]]","[""circle of security intervention enhuneka dtarnamngmn betin puntni ulu mabllnnetofr""]"
Rapid Interpretation of EKG's,Dale Dubin,dataset\adjusted_dataset\Medical\0000636.jpg,"[[[26, 59], [489, 59], [489, 103], [26, 103]]]","[""interpretatton""]"
The Speed Reading Book,Tony Buzan,dataset\adjusted_dataset\Medical\0000637.jpg,"[[[70, 25], [481, 25], [481, 274], [70, 274]]]","[""the dhd speed reading book rcad mor leur {ot2, achlevemara""]"
Living Sensationally,Winnie Dunn,dataset\adjusted_dataset\Medical\0000638.jpg,"[[[29, 45], [512, 45], [512, 315], [29, 315]]]","[""livina sensationally unceriandingyour senses""]"
Between Therapist and Client,Michael Khan,dataset\adjusted_dataset\Medical\0000639.jpg,"[[[16, 178], [504, 178], [504, 321], [16, 321]]]","[""between therapist and client tl newkaole i-ua""]"
Get into Medical School - 700 BMAT Practice Questions,Lydia Campbell,dataset\adjusted_dataset\Medical\0000640.jpg,"[[[28, 56], [490, 56], [490, 402], [28, 402]]]","[""medical school 700 bmat practice questions pul""]"
The New Codependency,Melody Beattie,dataset\adjusted_dataset\Medical\0000641.jpg,"[[[58, 207], [458, 207], [458, 282], [58, 282]]]","[""coclepenclency""]"
Aromatherapy for the Healthy Child,Valerie Ann Worwood,dataset\adjusted_dataset\Medical\0000642.jpg,"[[[19, 0], [492, 0], [492, 96], [19, 96]]]","[""acmuinstapy tj ve heclthy child""]"
Character Styles,Stephen M. Johnson,dataset\adjusted_dataset\Medical\0000643.jpg,"[[[38, 338], [472, 338], [472, 486], [38, 486]]]","[""character styles stffhfn m chnson""]"
The Merck Veterinary Manual,Susan E. Aiello,dataset\adjusted_dataset\Medical\0000644.jpg,"[[[189, 129], [412, 129], [412, 233], [189, 233]]]","[""merck veterinary manual a mnnon""]"
The Little Book of Energy Medicine,Donna Eden,dataset\adjusted_dataset\Medical\0000645.jpg,"[[[101, 45], [426, 45], [426, 228], [101, 228]]]","[""lit tle bock of enero medieine""]"
The Climb,Chris Froome,dataset\adjusted_dataset\Medical\0000646.jpg,"[[[71, 436], [446, 436], [446, 484], [71, 484]]]","[""the climb""]"
Desk Reference to the Diagnostic Criteria From DSM-5 (R),American Psychiatric Association,dataset\adjusted_dataset\Medical\0000647.jpg,"[[[62, 118], [452, 118], [452, 234], [62, 234]]]","[""diagnostic criteria faiha dsm-5""]"
ECG Pocketcard,Bbp,dataset\adjusted_dataset\Medical\0000648.jpg,,
Freeing Your Child from Anxiety,Tamar Chansky,dataset\adjusted_dataset\Medical\0000649.jpg,"[[[47, 62], [467, 62], [467, 177], [47, 177]]]","[""frfetvg ycjr cuild frc  anxety""]"
Trail Guide to the Body Workbook,Andrew Biel,dataset\adjusted_dataset\Medical\0000650.jpg,"[[[71, 7], [491, 7], [491, 156], [71, 156]]]","[""suuk wozhools1 eciticg trail guide to the body""]"
The Beck Diet Solution,Judith S. Beck,dataset\adjusted_dataset\Medical\0000651.jpg,"[[[35, 106], [469, 106], [469, 457], [35, 457]]]","[""the beck diet solulion inaun youn bralm t0 think kz annin poron jurnh @eck pld""]"
"Love, Bake, Nourish",Amber Rose,dataset\adjusted_dataset\Medical\0000652.jpg,"[[[85, 247], [403, 247], [403, 449], [85, 449]]]","[""l 0 ve ba ke n 0 u r | s h""]"
The Story of San Michele,Axel Munthe,dataset\adjusted_dataset\Medical\0000653.jpg,"[[[44, 56], [487, 56], [487, 141], [44, 141]]]","[""tbe stentol san michele ennnn""]"
CFT Made Simple,Russell Kolts,dataset\adjusted_dataset\Medical\0000654.jpg,"[[[81, 220], [438, 220], [438, 397], [81, 397]]]","[""cft made simple \""muelo""]"
The 5:2 Fast Diet Cookbook,Samantha Logan,dataset\adjusted_dataset\Medical\0000655.jpg,"[[[0, 0], [501, 0], [501, 295], [0, 295]]]","[""tae 5 : 2 fa st diet cookbook 4n 2457 fzbfil eco jco *arint nci pestfts 30ra""]"
Theory and Practice of Counseling and Psychotherapy,Gerald Corey,dataset\adjusted_dataset\Medical\0000656.jpg,"[[[35, 38], [304, 38], [304, 109], [35, 109]]]","[""thponyaxdpracticp opcounseling and pstchotherxpy""]"
War Doctor,David Nott,dataset\adjusted_dataset\Medical\0000657.jpg,"[[[42, 31], [344, 31], [344, 237], [42, 237]]]","[""imt nott war doctor 404a 2 ft""]"
Pharmacology for Midwives,Sue Jordan,dataset\adjusted_dataset\Medical\0000658.jpg,"[[[22, 113], [461, 113], [461, 204], [22, 204]]]","[""pharmacology for midwives u uildonco babe lor eulc praciiee seconu &iltino g0# /em""]"
The Metabolic Approach to Cancer,Nasha Winters,dataset\adjusted_dataset\Medical\0000659.jpg,"[[[49, 78], [476, 78], [476, 262], [49, 262]]]","[""metabolic approach to cancer fdeaeeea a""]"
How to End the Autism Epidemic,J.B. Handley,dataset\adjusted_dataset\Medical\0000660.jpg,"[[[47, 29], [470, 29], [470, 217], [47, 217]]]","[""howto end ioe autism epidemic""]"
The Strength Training Anatomy Workout: v. 2,Frederic Delavier,dataset\adjusted_dataset\Medical\0000661.jpg,"[[[0, 3], [507, 3], [507, 234], [0, 234]]]","[""the strength training warow i""]"
Passing the FRACP Written Examination,Jonathan Gleadle,dataset\adjusted_dataset\Medical\0000662.jpg,"[[[65, 166], [359, 166], [359, 298], [65, 298]]]","[""passing the faacpyvnnen exemination cetijny nd ntd""]"
"BRUKNER & KHAN'S CLINICAL SPORTS MEDICINE: INJURIES, VOL. 1",Brukner and Khan,dataset\adjusted_dataset\Medical\0000663.jpg,"[[[119, 372], [478, 372], [478, 488], [119, 488]]]","[""brukner khans clinical sports medicine vihebidy""]"
"Too Good to Leave, Too Bad to Stay",Mira Kirshenbaum,dataset\adjusted_dataset\Medical\0000664.jpg,"[[[15, 87], [495, 87], [495, 502], [15, 502]]]","[""too good to leave; tinfn-in4p fe too bad hdethn70 watmmare htif to stay m| 0 % w| ka *40 4 wm""]"
Life Story Therapy with Traumatized Children,Richard Rose,dataset\adjusted_dataset\Medical\0000665.jpg,"[[[0, 0], [512, 0], [512, 108], [0, 108]]]","[""lif story trerepy with traumaticed chuarz? a abd prarate""]"
The Pocket Atlas Of The Moving Body,Mel Cash,dataset\adjusted_dataset\Medical\0000666.jpg,"[[[280, 16], [512, 16], [512, 295], [280, 295]]]","[""pocket atlas of the moving body""]"
Trick or Treatment?,Dr. Simon Singh,dataset\adjusted_dataset\Medical\0000667.jpg,[],[]
Somebody I Used to Know,Wendy Mitchell,dataset\adjusted_dataset\Medical\0000668.jpg,"[[[138, 38], [479, 38], [479, 205], [138, 205]]]","[""wendv mitchel somebody 1 uacd lc kuo""]"
Drugs Without the Hot Air,David Nutt,dataset\adjusted_dataset\Medical\0000669.jpg,"[[[25, 190], [479, 190], [479, 337], [25, 337]]]","[""dalid nutt drugs withoutthe ctar""]"
101 Trauma-Informed Interventions,Linda Curran,dataset\adjusted_dataset\Medical\0000670.jpg,"[[[42, 128], [469, 128], [469, 251], [42, 251]]]","[""101 trauma-informed inlerventions""]"
Motivational Interviewing in Health Care,Stephen Rollnick,dataset\adjusted_dataset\Medical\0000671.jpg,"[[[21, 44], [384, 44], [384, 246], [21, 246]]]","[""motivational interviewing in health care""]"
The Mindfulness Solution,Ronald Siegel,dataset\adjusted_dataset\Medical\0000672.jpg,"[[[23, 159], [499, 159], [499, 333], [23, 333]]]","[""mindfulness solution fxlt prri tn:i fr""]"
Clinical Naturopathy,Dr. Jerome Sarris,dataset\adjusted_dataset\Medical\0000673.jpg,"[[[60, 0], [452, 0], [452, 99], [60, 99]]]","[""clnical naturopathy ze bcp""]"
The Fourfold Path to Healing,Thomas S. Cowan,dataset\adjusted_dataset\Medical\0000674.jpg,[],[]
Oxford Cases in Medicine and Surgery,Hugo Farne,dataset\adjusted_dataset\Medical\0000675.jpg,"[[[41, 143], [486, 143], [486, 331], [41, 331]]]","[""scono idoi medicine surgery and""]"
"Healthy Gut, Healthy You",Ruscio,dataset\adjusted_dataset\Medical\0000676.jpg,"[[[49, 18], [458, 18], [458, 199], [49, 199]]]","[""healthy gut healthy you thuinaidrietnvt dtiamham ineos dut""]"
From Bacteria to Bach and Back,Daniel C. Dennett,dataset\adjusted_dataset\Medical\0000677.jpg,"[[[15, 300], [490, 300], [490, 456], [15, 456]]]","[""from bacteria to bach and bac d daniel c deanett""]"
"Overcoming Low Self-Esteem, 2nd Edition",Melanie Fennell,dataset\adjusted_dataset\Medical\0000678.jpg,"[[[45, 158], [446, 158], [446, 302], [45, 302]]]","[""overcoming lot sel-esteem and edtlion""]"
Fasting--and Eating--for Health,Joel Fuhrman,dataset\adjusted_dataset\Medical\0000679.jpg,[],[]
Contextual Schema Therapy,Eckhard Roediger,dataset\adjusted_dataset\Medical\0000680.jpg,"[[[68, 266], [437, 266], [437, 436], [68, 436]]]","[""contextual schema therapy""]"
The Compassionate Mind Workbook,Chris Irons,dataset\adjusted_dataset\Medical\0000681.jpg,"[[[46, 26], [460, 26], [460, 321], [46, 321]]]","[""compassionate mind workbook stcp-by-stcp nude 50 compa:ln focused thcrapy""]"
Encyclopedia Of Herbal Medicine,Andrew Chevallier,dataset\adjusted_dataset\Medical\0000682.jpg,"[[[29, 187], [500, 187], [500, 342], [29, 342]]]","[""encyclop ed |4 0f herbal medicine""]"
Outsmarting Worry,Dawn Huebner,dataset\adjusted_dataset\Medical\0000683.jpg,"[[[5, 51], [500, 51], [500, 234], [5, 234]]]","[""qutsmarting w orry""]"
Yogabody,P. T. Judith Hanson Lasater,dataset\adjusted_dataset\Medical\0000684.jpg,[],[]
How the Mind Works,Steven Pinker,dataset\adjusted_dataset\Medical\0000685.jpg,"[[[0, 1], [436, 1], [436, 430], [0, 430]]]","[""natijnil bestseller steven pinker how the mind works""]"
The Nemechek Protocol for Autism and Developmental Disorders,Jean R Nemechek J D,dataset\adjusted_dataset\Medical\0000686.jpg,[],[]
The Big Book of ACT Metaphors,Jill A. Stoddard,dataset\adjusted_dataset\Medical\0000687.jpg,"[[[85, 124], [440, 124], [440, 305], [85, 305]]]","[""the big book of act metaphors""]"
Wayward,Blake Crouch,dataset\adjusted_dataset\Medical\0000688.jpg,"[[[23, 23], [491, 23], [491, 163], [23, 163]]]","[""blake crovch waywvard ihez""]"
